SECVENTA,IMPORTANTA,MODUL,PARAGRAF
provision,0,5,77
specie,0,5,77
habitat,0,5,77
show,0,5,77
decline,0,5,77
trend,0,5,77
build,0,5,78
integrate,0,5,78
wholeofsociety,0,5,78
approach,0,5,78
busines,0,5,79
biodiversity,0,5,79
commission,0,5,80
will,0,5,80
help,0,5,80
build,0,5,80
european,0,5,80
busines,0,5,80
biodiversity,0,5,80
make,0,5,80
movement,0,5,80
integral,0,5,80
part,0,5,80
european,0,5,80
climate,0,5,80
pact,0,5,80
investment,0,5,81
price,0,5,81
taxation,0,5,81
should,0,5,82
unlock,0,5,82
spend,0,5,82
nature,0,5,82
significant,0,5,82
proportion,0,5,82
eu,0,5,82
budget,0,5,82
dedicate,0,5,82
climate,0,5,82
action,0,5,82
will,0,5,82
invest,0,5,82
biodiversity,0,5,82
naturebased,0,5,82
solution,0,5,82
have,0,5,82
apply,0,5,82
prevent,0,5,82
correct,0,5,82
environmental,0,5,82
degradation,0,5,82
measure,0,5,83
integrate,0,5,83
value,0,5,83
nature,0,5,83
will,0,5,84
ation,0,5,10
include,0,5,84
through,0,5,84
lifecycle,0,5,84
approach,0,5,84
natural,0,5,84
capital,0,5,84
account,0,5,84
improve,0,5,85
knowledge,0,5,85
education,0,5,85
skill,0,5,85
skill,0,5,86
agenda,0,5,86
will,0,5,86
play,0,5,86
role,0,5,86
transition,0,5,86
green,0,5,86
economy,0,5,86
fight,0,5,86
against,0,5,86
biodiversity,0,5,86
future,0,5,86
horizon,0,5,86
europe,0,5,86
program,0,5,86
will,0,5,86
include,0,5,86
longterm,0,5,86
strategic,0,5,86
research,0,5,86
agenda,0,5,86
biodiversity,0,5,86
uropean,0,5,8
nion,0,5,88
ambitiou,0,5,88
global,0,5,88
biodiversity,0,5,88
agenda,0,5,88
commission,0,5,89
propose,0,5,89
eu,0,5,89
ensure,0,5,89
post2020,0,5,89
global,0,5,89
framework,0,5,89
include,0,5,89
minimum,0,5,89
element,0,5,89
outline,0,5,89
below,0,5,89
overarch,0,5,90
global,0,5,90
goal,0,5,90
biodiversity,0,5,90
2050,0,5,90
line,0,5,90
with,0,5,90
unite,0,5,90
ecosystem,0,5,17
restore,0,5,17
resilient,0,5,17
adequately,0,5,17
protect,0,5,17
world,0,5,17
should,0,5,90
commit,0,5,90
netgain,0,5,90
principle,0,5,90
give,0,5,90
nature,0,5,90
back,0,5,90
more,0,5,90
than,0,5,90
take,0,5,90
world,0,5,91
should,0,5,91
commit,0,5,91
humaninduced,0,5,91
extinction,0,5,91
specie,0,5,91
minimum,0,5,91
avoidable,0,5,91
enable,0,5,92
framework,0,5,92
bring,0,5,92
ambition,0,5,92
life,0,5,92
will,0,5,19
acros,0,5,92
area,0,5,92
such,0,5,92
finance,0,5,92
capacity,0,5,92
research,0,5,92
innovation,0,5,92
technology,0,5,92
fair,0,5,93
equitable,0,5,93
share,0,5,93
benefit,0,5,93
from,0,5,93
genetic,0,5,93
resource,0,5,93
link,0,5,93
biodiversity,0,5,93
principle,0,5,94
equality,0,5,94
international,0,5,95
cooperation,0,5,95
neighborhood,0,5,95
policy,0,5,95
resource,0,5,95
mobilization,0,5,95
table,0,5,97
summary,0,5,98
action,0,5,98
recommendation,0,5,98
different,0,5,98
eu,0,5,98
biodiversity,0,5,98
conservation,0,5,98
policy,0,5,98
instrument,0,5,98
eu,0,5,100
policy,0,5,100
instrument,0,5,100
development,0,5,101
need,0,5,101
effective,0,5,101
biodiversity,0,5,101
conservation,0,5,101
biodiversity,0,5,4
strategy,0,5,4
promote,0,5,103
private,0,5,103
public,0,5,103
partnership,0,5,103
promote,0,5,104
payment,0,5,104
establish,0,5,104
provision,0,5,14
marine,0,5,105
strategy,0,5,105
framework,0,5,105
directive,0,5,105
maritime,0,5,106
spatial,0,5,106
plan,0,5,106
framework,0,5,106
directive,0,5,106
integrate,0,5,107
biodiversity,0,5,107
conservation,0,5,107
into,0,5,107
maritime,0,5,107
sectoral,0,5,107
policy,0,5,15
mprove,0,5,108
coordination,0,5,108
among,0,5,108
member,0,5,108
state,0,5,108
address,0,5,108
transboundary,0,5,108
threat,0,5,108
biodiversity,0,5,108
marine,0,5,108
litter,0,5,49
improve,0,5,109
ecological,0,5,109
coherence,0,5,109
marine,0,5,109
protect,0,5,109
area,0,5,109
plan,0,5,109
marine,0,5,109
spatial,0,5,109
plan,0,5,109
common,0,5,110
agriculture,0,5,110
policy,0,5,110
incorporate,0,5,111
spatial,0,5,111
plan,0,5,111
target,0,5,111
implementation,0,5,111
promote,0,5,112
resultbased,0,5,112
payment,0,5,112
promote,0,5,113
fund,0,5,113
protect,0,5,113
nature,0,5,113
value,0,5,113
farmland,0,5,113
common,0,5,114
fishery,0,5,114
policy,0,5,114
shift,0,5,115
from,0,5,115
subsidy,0,5,115
resultbased,0,5,115
payment,0,5,104
evaluate,0,5,116
contribution,0,5,116
fishery,0,5,116
restrict,0,5,116
area,0,5,116
toward,0,5,116
achievement,0,5,116
biodiversity,0,5,116
target,0,5,116
promote,0,5,117
ecosystembased,0,5,117
management,0,5,117
measure,0,5,117
outside,0,5,117
marine,0,5,117
protect,0,5,117
area,0,5,117
have,0,5,117
conservation,0,5,117
benefit,0,5,117
european,0,5,118
green,0,5,118
deal,0,5,118
adequate,0,5,119
spatial,0,5,119
plan,0,5,119
minimize,0,5,18
conflict,0,5,119
energy,0,5,119
production,0,5,119
biodiversity,0,5,2
european,0,5,120
agricultural,0,5,120
fund,0,5,120
rural,0,5,120
development,0,5,120
european,0,5,121
maritime,0,5,121
fishery,0,5,121
fund,0,5,121
european,0,5,122
regional,0,5,122
development,0,5,122
fund,0,5,122
european,0,5,123
maritime,0,5,123
fishery,0,5,123
aquaculture,0,5,123
fund,0,5,123
earmark,0,5,124
fund,0,5,124
conservation,0,5,124
dedicate,0,5,125
fund,0,5,125
compensation,0,5,125
fishersfarmer,0,5,125
other,0,5,125
land,0,5,125
user,0,5,125
contribute,0,5,125
threat,0,5,125
management,0,5,14
aarhu,0,5,126
convention,0,5,126
facilitate,0,5,127
public,0,5,127
participation,0,5,127
solve,0,5,129
conflict,0,5,129
between,0,5,129
agriculture,0,5,129
biodiversity,0,5,129
conservation,0,5,129
conflict,0,5,130
between,0,5,130
agriculture,0,5,130
biodiversity,0,5,130
conservation,0,5,130
europe,0,5,130
increase,0,5,130
multiple,0,5,130
demand,0,5,130
from,0,5,130
agricultural,0,5,130
ecosystem,0,5,130
include,0,5,130
grow,0,5,130
need,0,5,130
quality,0,5,130
goodvalue,0,5,130
agricultural,0,5,130
product,0,5,130
well,0,5,130
provision,0,5,130
biodiversity,0,5,130
ecosystem,0,5,130
service,0,5,130
current,0,5,130
trend,0,5,130
such,0,5,130
globalization,0,5,130
european,0,5,130
policy,0,5,130
global,0,5,130
change,0,5,130
such,0,5,130
climate,0,5,130
change,0,5,130
nitrogen,0,5,130
atmospheric,0,5,130
deposition,0,5,130
potentially,0,5,130
drive,0,5,130
emergence,0,5,130
evolution,0,5,130
biodiversity,0,5,130
conflict,0,5,130
europe,0,5,130
these,0,5,134
trend,0,5,134
interweave,0,5,134
with,0,5,134
continue,0,5,134
debate,0,5,134
around,0,5,134
landsparing,0,5,134
landsharing,0,5,134
often,0,5,134
lead,0,5,134
conflict,0,5,134
perspective,0,5,134
social,0,5,134
dynamic,0,5,134
influence,0,5,134
local,0,5,134
actor,0,5,134
interact,0,5,134
with,0,5,134
each,0,5,134
other,0,5,134
over,0,5,134
agriculture,0,5,134
whilst,0,5,134
some,0,5,134
strategy,0,5,134
have,0,5,134
place,0,5,134
addres,0,5,134
potential,0,5,134
competition,0,5,134
between,0,5,134
agriculture,0,5,134
biodiversity,0,5,134
such,0,5,134
reglementary,0,5,134
marketbased,0,5,134
mechanism,0,5,134
nonmonetary,0,5,134
voluntary,0,5,134
approach,0,5,134
these,0,5,134
need,0,5,134
reflect,0,5,134
upon,0,5,134
improve,0,5,134
future,0,5,134
agriculture,0,5,134
negative,0,5,134
impact,0,5,134
conflict,0,5,134
minimize,0,5,134
agriculture,0,5,135
cover,0,5,135
approximately,0,5,135
eu,0,5,135
land,0,5,135
surface,0,5,135
area,0,5,135
eurostat,0,5,135
2018,0,5,135
produce,0,5,135
biodiverse,0,5,135
habitat,0,5,135
also,0,5,135
consider,0,5,135
main,0,5,135
driver,0,5,135
environmental,0,5,135
degradation,0,5,135
with,0,5,135
land,0,5,135
abandonment,0,5,135
adoption,0,5,136
more,0,5,136
intensive,0,5,136
mechanize,0,5,136
chemically,0,5,136
base,0,5,136
farm,0,5,136
production,0,5,136
technique,0,5,136
biodiversity,0,5,136
under,0,5,136
pressure,0,5,136
frequent,0,5,136
tradeoff,0,5,136
between,0,5,136
productive,0,5,136
agriculture,0,5,136
farmland,0,5,136
biodiversity,0,5,136
lead,0,5,136
biodiversity,0,5,136
conflict,0,5,136
biodiversity,0,5,137
decline,0,5,137
continue,0,5,137
insufficiently,0,5,137
address,0,5,137
past,0,5,137
current,0,5,137
sufficient,0,5,137
structural,0,5,137
mitigation,0,5,137
provide,0,5,137
seem,0,5,137
likely,0,5,137
farmer,0,5,137
will,0,5,137
still,0,5,137
under,0,5,137
increase,0,5,137
conflict,0,5,137
pressure,0,5,137
from,0,5,137
market,0,5,137
conservation,0,5,137
driver,0,5,137
relation,0,5,137
land,0,5,137
share,0,5,137
land,0,5,137
spar,0,5,137
debate,0,5,137
useful,0,5,137
strategy,0,5,137
address,0,5,137
biodiversity,0,5,137
conflict,0,5,137
optimal,0,5,137
landscape,0,5,137
could,0,5,137
those,0,5,137
landuse,0,5,137
strategy,0,5,137
will,0,5,138
important,0,5,138
conflict,0,5,138
between,0,5,138
agriculture,0,5,138
biodiversity,0,5,138
solve,0,5,129
faceted,0,5,138
symptom,0,5,138
past,0,5,138
current,0,5,138
underlie,0,5,138
factor,0,5,138
beyond,0,5,138
specific,0,5,138
dispute,0,5,138
around,0,5,138
biodiversity,0,5,138
conflict,0,5,138
also,0,5,138
necessary,0,5,138
regional,0,5,138
local,0,5,138
tradeoff,0,5,138
between,0,5,138
biodiversity,0,5,138
conservation,0,5,138
yield,0,5,138
improvement,0,5,138
different,0,5,138
landuse,0,5,138
strategy,0,5,138
make,0,5,138
transparent,0,5,138
negotiate,0,5,138
finally,0,5,138
explicit,0,5,138
measurable,0,5,138
conservation,0,5,138
target,0,5,138
have,0,5,138
integrate,0,5,138
into,0,5,138
local,0,5,138
regional,0,5,138
international,0,5,138
agricultural,0,5,138
policy,0,5,138
avoid,0,5,138
biodiversity,0,5,138
conservation,0,5,138
consider,0,5,138
byproduct,0,5,138
other,0,5,138
policy,0,5,138
such,0,5,138
sustainable,0,5,138
intensification,0,5,138
addition,0,5,139
continue,0,5,139
exist,0,5,139
strategy,0,5,139
addres,0,5,139
relationship,0,5,139
between,0,5,139
biodiversity,0,5,139
agriculture,0,5,139
reglementary,0,5,139
marketbased,0,5,139
voluntary,0,5,139
nonmonetary,0,5,139
participative,0,5,139
proces,0,5,139
highlight,0,5,139
importance,0,5,139
adopt,0,5,139
structure,0,5,139
partnership,0,5,139
onflict,0,5,130
between,0,5,130
agriculture,0,5,130
biodiversity,0,5,130
conservation,0,5,130
europe,0,5,130
lecuyer,0,5,144
advance,0,5,144
ecological,0,5,144
research,0,5,144
volume,0,5,144
2021,0,5,144
elsevier,0,5,144
opportunity,0,5,146
conserve,0,5,146
restore,0,5,146
biodiversity,0,5,146
agrifood,0,5,146
system,0,5,146
through,0,5,146
bioeconomy,0,5,146
practice,0,5,146
bioeconomy,0,5,148
define,0,5,148
production,0,5,148
utilization,0,5,148
conservation,0,5,148
regeneration,0,5,148
biological,0,5,148
resource,0,5,148
include,0,5,148
relate,0,5,148
knowledge,0,5,148
science,0,5,148
technology,0,5,148
innovation,0,5,148
provide,0,5,148
sustainable,0,5,148
solution,0,5,148
information,0,5,148
product,0,5,148
process,0,5,148
service,0,5,148
within,0,5,148
acros,0,5,148
economic,0,5,148
sector,0,5,148
enable,0,5,148
transformation,0,5,148
sustainable,0,5,148
economy,0,5,148
2021the,0,5,148
bioeconomy,0,5,148
cover,0,5,148
economic,0,5,148
sector,0,5,148
rely,0,5,148
biological,0,5,148
resource,0,5,148
from,0,5,148
primary,0,5,148
production,0,5,148
crop,0,5,148
livestock,0,5,148
forestry,0,5,148
fishery,0,5,148
aquaculture,0,5,148
relate,0,5,148
process,0,5,148
service,0,5,148
industry,0,5,148
food,0,5,148
paper,0,5,148
textile,0,5,148
build,0,5,148
environment,0,5,148
construction,0,5,148
chemical,0,5,148
pharmaceutical,0,5,148
energy,0,5,148
circular,0,5,148
bioeconomy,0,5,148
close,0,5,148
biological,0,5,148
resource,0,5,148
loop,0,5,148
maximize,0,5,148
residual,0,5,148
stream,0,5,148
from,0,5,148
agriculture,0,5,148
food,0,5,148
process,0,5,148
biobased,0,5,148
industry,0,5,148
reuse,0,5,148
recycle,0,5,148
compost,0,5,148
waste,0,5,148
material,0,5,148
convert,0,5,148
them,0,5,148
into,0,5,148
useful,0,5,148
product,0,5,148
bioeconomy,0,5,151
model,0,5,151
support,0,5,151
biodiversity,0,5,151
bioeconomy,0,5,153
knowledgebased,0,5,153
economy,0,5,153
harnes,0,5,153
power,0,5,153
bioscience,0,5,153
technology,0,5,153
acros,0,5,153
sector,0,5,153
create,0,5,153
innovative,0,5,153
sustainable,0,5,153
economic,0,5,153
model,0,5,153
enhance,0,5,153
benefit,0,5,153
from,0,5,153
traditional,0,5,153
practice,0,5,153
knowledge,0,5,153
however,0,5,153
bioeconomy,0,5,153
activity,0,5,153
necessarily,0,5,153
sustainable,0,5,153
development,0,5,153
economy,0,5,153
base,0,5,153
biological,0,5,153
resource,0,5,153
face,0,5,153
several,0,5,153
tradeoff,0,5,153
addres,0,5,153
these,0,5,153
tradeoff,0,5,153
bring,0,5,153
about,0,5,153
winwin,0,5,153
situation,0,5,153
essential,0,5,153
sustainability,0,5,153
circularity,0,5,153
criterium,0,5,153
embed,0,5,153
bioeconomy,0,5,153
framework,0,5,153
main,0,5,26
objective,0,5,26
ensure,0,5,154
development,0,5,154
national,0,5,154
regional,0,5,154
bioeconomy,0,5,154
policy,0,5,154
strategy,0,5,154
take,0,5,154
account,0,5,154
sustainability,0,5,154
criterium,0,5,154
cover,0,5,154
three,0,5,154
dimension,0,5,154
sustainability,0,5,154
environmental,0,5,154
economic,0,5,154
social,0,5,154
governance,0,5,154
dimension,0,5,154
bioeconomy,0,5,155
embrace,0,5,155
different,0,5,155
biobased,0,5,155
value,0,5,155
chain,0,5,155
economic,0,5,155
activity,0,5,155
highly,0,5,155
depend,0,5,155
biodiversity,0,5,155
ecosystem,0,5,155
service,0,5,155
therefore,0,5,155
biodiversity,0,5,155
conservation,0,5,155
protection,0,5,155
sustainable,0,5,155
regeneration,0,5,155
well,0,5,155
ecosystem,0,5,155
health,0,5,155
essential,0,5,155
component,0,5,155
successful,0,5,155
bioeconomy,0,5,155
strategy,0,5,155
policy,0,5,155
bioeconomy,0,5,157
product,0,5,157
practice,0,5,157
such,0,5,157
biofertilizer,0,5,157
biopesticide,0,5,157
biobased,0,5,157
plastic,0,5,157
bioremediation,0,5,157
microbiome,0,5,157
innovation,0,5,157
help,0,5,157
reduce,0,5,157
soil,0,5,157
water,0,5,157
pollution,0,5,157
health,0,5,157
risk,0,5,157
decrease,0,5,157
chemical,0,5,157
fertilizer,0,5,157
pesticide,0,5,157
identify,0,5,157
among,0,5,157
major,0,5,157
cause,0,5,157
biodiversity,0,5,157
sustainable,0,5,158
circular,0,5,158
bioeconomy,0,5,158
promote,0,5,158
bioprocess,0,5,158
circular,0,5,158
value,0,5,158
chain,0,5,158
allow,0,5,158
more,0,5,158
sustainable,0,5,158
production,0,5,158
pattern,0,5,158
produce,0,5,158
more,0,5,158
with,0,5,158
resource,0,5,158
turn,0,5,158
waste,0,5,158
into,0,5,158
valuable,0,5,158
byproduct,0,5,158
thereby,0,5,158
reduce,0,5,158
pressure,0,5,158
ecosystem,0,5,158
omic,0,5,159
datum,0,5,159
sequence,0,5,159
enhance,0,5,159
biodiversity,0,5,159
knowledge,0,5,159
situ,0,5,159
situ,0,5,159
conservation,0,5,159
combine,0,5,159
tradition,0,5,159
innovation,0,5,159
bioeconomy,0,5,159
empower,0,5,159
local,0,5,159
community,0,5,159
with,0,5,159
diversify,0,5,159
income,0,5,159
opportunity,0,5,159
make,0,5,159
sustainable,0,5,159
biodiversity,0,5,159
relate,0,5,159
traditional,0,5,159
knowledge,0,5,159
benefit,0,5,160
arise,0,5,160
from,0,5,160
sustainable,0,5,160
conservation,0,5,160
biodiversity,0,5,160
relate,0,5,160
traditional,0,5,160
knowledge,0,5,160
should,0,5,160
share,0,5,160
fairly,0,5,160
equitably,0,5,160
within,0,5,160
bioeconomy,0,5,160
particular,0,5,160
local,0,5,160
community,0,5,160
there,0,5,161
several,0,5,161
bioeconomy,0,5,161
support,0,5,161
biodiversity,0,5,161
instance,0,5,161
sustainable,0,5,161
bioeconomy,0,5,161
practice,0,5,161
relate,0,5,161
afforestation,0,5,161
reforestation,0,5,161
reduce,0,5,161
habitat,0,5,161
restore,0,5,161
ecosystem,0,5,161
similarly,0,5,161
bioeconomy,0,5,161
science,0,5,161
innovation,0,5,161
support,0,5,161
development,0,5,161
harnes,0,5,161
potential,0,5,161
microorganism,0,5,161
incredibly,0,5,161
diverse,0,5,161
microbial,0,5,161
environment,0,5,161
they,0,5,161
operate,0,5,161
microbiome,0,5,161
microbiome,0,5,161
perform,0,5,161
essential,0,5,161
function,0,5,161
soil,0,5,161
crop,0,5,161
animal,0,5,161
forest,0,5,161
human,0,5,161
their,0,5,161
relate,0,5,161
ecosystem,0,5,161
microbialbased,0,5,161
strategy,0,5,161
ecofriendly,0,5,161
approach,0,5,161
restore,0,5,161
degrade,0,5,161
ecosystem,0,5,161
enhance,0,5,161
biodiversity,0,5,161
improve,0,5,161
provision,0,5,161
ecosystem,0,5,161
service,0,5,161
bioproduct,0,5,162
such,0,5,162
biopesticide,0,5,162
biofertilizer,0,5,162
stimulant,0,5,162
biobased,0,5,162
pest,0,5,162
control,0,5,162
contribute,0,5,162
toward,0,5,162
reduce,0,5,162
environmental,0,5,162
pollution,0,5,162
health,0,5,162
risk,0,5,162
from,0,5,162
fertilizer,0,5,162
pesticide,0,5,162
improve,0,5,162
soil,0,5,162
plant,0,5,162
microbiome,0,5,162
beneficial,0,5,162
activity,0,5,162
healthy,0,5,162
environment,0,5,162
moreover,0,5,162
bioeconomy,0,5,162
maximize,0,5,162
residual,0,5,162
stream,0,5,162
from,0,5,162
agriculture,0,5,162
food,0,5,162
process,0,5,162
forestbased,0,5,162
industry,0,5,162
turn,0,5,162
them,0,5,162
into,0,5,162
range,0,5,162
valueadded,0,5,162
product,0,5,162
thereby,0,5,162
reduce,0,5,162
amount,0,5,162
landfilled,0,5,162
waste,0,5,162
pollution,0,5,162
seriou,0,5,162
threat,0,5,162
biodiversity,0,5,162
bioscience,0,5,166
biotechnology,0,5,166
bioinformatic,0,5,166
innovation,0,5,166
help,0,5,166
collection,0,5,166
handle,0,5,166
storage,0,5,166
supply,0,5,166
biological,0,5,166
material,0,5,166
include,0,5,166
genetic,0,5,166
resource,0,5,166
essential,0,5,166
enhance,0,5,166
biodiversity,0,5,166
knowledge,0,5,166
situ,0,5,159
conservation,0,5,10
sustainable,0,5,170
bioeconomy,0,5,170
practice,0,5,170
reduce,0,5,170
habitat,0,5,170
through,0,5,170
restoration,0,5,170
healthy,0,5,170
ecosystem,0,5,170
protect,0,5,170
enhance,0,5,170
biodiversity,0,5,170
prakash,0,5,171
liquete,0,5,171
biodiversity,0,5,171
conservation,0,5,171
knowledge,0,5,171
synthesi,0,5,171
analysi,0,5,171
biodiversity,0,5,171
conservation,0,5,171
measure,0,5,171
highlight,0,5,171
relevant,0,5,171
eu,0,5,171
policy,0,5,171
project,0,5,171
initiative,0,5,171
publication,0,5,171
office,0,5,171
european,0,5,171
union,0,5,171
luxembourg,0,5,171
2023,0,5,171
grid,0,5,175
cell,0,5,175
within,0,5,175
romanian,0,5,175
terrestrial,0,5,175
natura,0,5,175
2000,0,5,175
network,0,5,175
rozylowicz,0,5,176
popescu,0,5,176
anastasiu,0,5,176
identification,0,5,176
area,0,5,176
very,0,5,176
biodiversity,0,5,176
value,0,5,176
achieve,0,5,176
eu,0,5,176
biodiversity,0,5,176
strategy,0,5,176
2030,0,5,176
commitment,0,5,176
peerj,0,5,176
10067,0,5,176
2020,0,5,4
zero,0,6,4
pollution,0,6,4
eu,0,6,7
target,0,6,7
zeropollution,0,6,7
vision,0,6,7
2050,0,6,7
healthy,0,6,7
planet,0,6,7
water,0,6,8
soil,0,6,8
pollution,0,6,8
reduce,0,6,8
level,0,6,8
long,0,6,8
consider,0,6,8
harmful,0,6,8
health,0,6,8
natural,0,6,8
ecosystem,0,6,8
respect,0,6,8
boundary,0,6,8
planet,0,6,8
cope,0,6,8
with,0,6,8
create,0,6,8
toxicfree,0,6,8
environment,0,6,8
zeropollution,0,6,7
ambition,0,6,8
crosscut,0,6,8
objective,0,6,8
contribute,0,6,8
2030,0,6,8
agenda,0,6,8
sustainable,0,6,8
development,0,6,8
complement,0,6,8
2050,0,6,8
climateneutrality,0,6,8
goal,0,6,8
synergy,0,6,8
with,0,6,8
clean,0,6,8
circular,0,6,8
economy,0,6,8
restore,0,6,8
biodiversity,0,6,8
goal,0,6,8
zero,0,6,9
pollution,0,6,9
target,0,6,9
2030,0,6,9
under,0,6,10
eu,0,6,10
green,0,6,10
deal,0,6,10
ambition,0,6,10
synergy,0,6,10
with,0,6,10
other,0,6,10
initiative,0,6,10
2030,0,6,10
eu,0,6,10
should,0,6,10
reduce,0,6,10
more,0,6,11
than,0,6,11
health,0,6,11
impact,0,6,11
premature,0,6,11
death,0,6,11
pollution,0,6,11
share,0,6,12
person,0,6,12
chronically,0,6,12
disturb,0,6,12
transport,0,6,12
noise,0,6,12
eu,0,6,13
ecosystem,0,6,13
pollution,0,6,13
threaten,0,6,13
biodiversity,0,6,13
nutrient,0,6,14
loss,0,6,14
risk,0,6,14
chemical,0,6,14
pesticide,0,6,14
more,0,6,14
hazardou,0,6,14
sale,0,6,14
antimicrobial,0,6,14
farm,0,6,14
animal,0,6,14
aquaculture,0,6,14
plastic,0,6,15
litter,0,6,15
microplastic,0,6,15
release,0,6,15
into,0,6,15
environment,0,6,15
significantly,0,6,16
total,0,6,16
waste,0,6,16
generation,0,6,16
residual,0,6,16
municipal,0,6,16
waste,0,6,16
zero,0,6,17
pollution,0,6,17
2050,0,6,17
strategy,0,6,17
impact,0,6,17
variou,0,6,17
european,0,6,17
directive,0,6,17
include,0,6,17
industrial,0,6,18
emission,0,6,18
directive,0,6,18
water,0,6,19
framework,0,6,19
directive,0,6,19
relate,0,6,19
water,0,6,19
directive,0,6,19
drink,0,6,19
water,0,6,19
wastewater,0,6,19
eu,0,6,20
soil,0,6,20
strategy,0,6,20
farm,0,6,21
fork,0,6,21
strategy,0,6,21
quality,0,6,22
standard,0,6,22
motivation,0,6,23
plan,0,6,23
achievement,0,6,23
from,0,6,23
pathway,0,6,23
healthy,0,6,23
planet,0,6,23
eu,0,6,23
action,0,6,23
plan,0,6,23
toward,0,6,23
zero,0,6,23
pollution,0,6,23
water,0,6,23
soil,0,6,23
12052021,0,6,23
biodiversity,0,6,24
unsustainable,0,6,24
natural,0,6,24
resource,0,6,24
pose,0,6,24
multiple,0,6,24
risk,0,6,24
human,0,6,24
animal,0,6,24
ecosystem,0,6,24
health,0,6,24
build,0,6,24
healthy,0,6,24
planet,0,6,24
call,0,6,24
eu,0,6,24
good,0,6,24
monitor,0,6,24
report,0,6,24
prevent,0,6,24
remedy,0,6,24
water,0,6,24
soil,0,6,24
consumer,0,6,24
product,0,6,24
pollution,0,6,24
among,0,6,24
other,0,6,24
thing,0,6,24
there,0,6,26
urgency,0,6,26
eu,0,6,26
every,0,6,26
year,0,6,26
pollution,0,6,26
cause,0,6,26
death,0,6,26
fight,0,6,26
against,0,6,26
pollution,0,6,26
also,0,6,26
fight,0,6,26
fairnes,0,6,26
equality,0,6,26
pollution,0,6,27
also,0,6,27
threaten,0,6,27
biodiversity,0,6,27
significantly,0,6,27
contribute,0,6,27
ongoing,0,6,27
extinction,0,6,27
specie,0,6,27
together,0,6,27
with,0,6,27
change,0,6,27
land,0,6,27
overexploitation,0,6,27
natural,0,6,27
resource,0,6,27
climate,0,6,27
change,0,6,27
invasive,0,6,27
alien,0,6,27
specie,0,6,27
pollution,0,6,27
five,0,6,27
main,0,6,27
driver,0,6,27
biodiversity,0,6,27
economic,0,6,28
progress,0,6,28
pollution,0,6,28
reduction,0,6,28
together,0,6,28
between,0,6,28
2000,0,6,28
2017,0,6,28
eu,0,6,28
grow,0,6,28
emission,0,6,28
main,0,6,28
pollutant,0,6,28
decrease,0,6,28
ammonium,0,6,28
mainly,0,6,28
from,0,6,28
agriculture,0,6,28
oxide,0,6,28
mainly,0,6,28
from,0,6,28
industrial,0,6,28
production,0,6,28
however,0,6,28
overall,0,6,28
fivefold,0,6,28
growth,0,6,28
global,0,6,28
economy,0,6,28
past,0,6,28
five,0,6,28
decade,0,6,28
come,0,6,28
massive,0,6,28
cost,0,6,28
global,0,6,28
environment,0,6,28
economic,0,6,29
case,0,6,29
pollution,0,6,29
clear,0,6,29
benefit,0,6,29
society,0,6,29
outweigh,0,6,29
cost,0,6,29
just,0,6,29
cost,0,6,29
inaction,0,6,29
hugely,0,6,29
outweigh,0,6,29
cost,0,6,29
action,0,6,29
same,0,6,30
time,0,6,30
need,0,6,30
good,0,6,30
integrate,0,6,30
overview,0,6,30
pollution,0,6,30
public,0,6,30
private,0,6,30
actor,0,6,30
tackle,0,6,30
connect,0,6,30
pollution,0,6,30
issue,0,6,30
acros,0,6,30
space,0,6,30
time,0,6,30
addres,0,6,30
their,0,6,30
interplay,0,6,30
with,0,6,30
other,0,6,30
environmental,0,6,30
social,0,6,30
economic,0,6,30
consideration,0,6,30
effectively,0,6,30
possible,0,6,30
their,0,6,30
policy,0,6,30
investment,0,6,30
purchase,0,6,30
decision,0,6,30
pollution,0,6,31
stop,0,6,31
border,0,6,31
pollution,0,6,31
enter,0,6,31
eu,0,6,31
through,0,6,31
ocean,0,6,31
river,0,6,31
wind,0,6,31
import,0,6,31
good,0,6,31
eu,0,6,31
also,0,6,31
cause,0,6,31
significant,0,6,31
pollution,0,6,31
elsewhere,0,6,31
world,0,6,31
through,0,6,31
production,0,6,31
consumption,0,6,31
pattern,0,6,31
well,0,6,31
waste,0,6,31
same,0,6,31
time,0,6,31
eu,0,6,31
powerful,0,6,31
tool,0,6,31
contribute,0,6,31
pollution,0,6,31
mitigation,0,6,31
effort,0,6,31
worldwide,0,6,31
vium,0,6,31
policy,0,6,31
fund,0,6,31
green,0,6,31
diplomacy,0,6,31
well,0,6,31
stimulate,0,6,31
innovation,0,6,31
with,0,6,31
clean,0,6,31
production,0,6,31
more,0,6,31
sustainable,0,6,31
consumption,0,6,31
good,0,6,31
service,0,6,31
main,0,6,32
objective,0,6,32
action,0,6,32
plan,0,6,32
provide,0,6,32
prioritize,0,6,35
approach,0,6,35
tackle,0,6,35
pollution,0,6,35
eu,0,6,23
action,0,6,23
plan,0,6,23
toward,0,6,23
zero,0,6,23
pollution,0,6,23
water,0,6,23
soil,0,6,23
must,0,6,36
implement,0,6,36
exist,0,6,36
eu,0,6,36
regulatory,0,6,36
framework,0,6,36
protect,0,6,36
freshwater,0,6,36
ocean,0,6,36
fast,0,6,36
good,0,6,36
urgently,0,6,36
work,0,6,36
toward,0,6,36
framework,0,6,36
regularly,0,6,36
statu,0,6,36
eu,0,6,36
soil,0,6,36
take,0,6,36
action,0,6,36
